audience_id,age,gender,frequency_segment,distinct networks,distinct programmes,seconds_streamed
982VJHYR4X4jO_GWSl08PTe9a3bZH9B6oRiezD3R_iQ,35+,female,C. 1-2 days per week,3,30,43463
Af2O_fTuE55ZDBcL0rTN_K868_htB1W6F4omrE-8k_I,16-34,female,E. monthly,3,10,18123
0zfRiuSU91usXWNZw3dwp8kaoz9yRnjqhLngziQFoDQ,16-34,female,E. monthly,1,1,1373
2hy6fa06iebcVKnmiJiEjkcLPEYz2x4qpFyvLJ5l1wQ,16-34,male,D. fortnightly,1,1,3874
48ituDyc8l-Vc3ZQw9swq3crrLizEzan7-y6kJzGG_s,,,B. 2-5 days per week,5,76,593519
612v2SVswCxfF-rqkmA12I0yDSx2N9cNBQfRlWMZIHs,35+,male,B. 2-5 days per week,4,12,88710
7rrjqq_jD2KjGz9EPhNNHOqkz5aCB2zQgiQ7UcrhUqY,16-34,male,F. less than monthly,1,1,6695
9VoemTfp-uMHcC4m48C8WvmfUDK53fEtILNQ76QQPm8,35+,female,F. less than monthly,2,2,3658
Aq3uabYhr6f7Ab120KbuVgjMuyB4SDUsquGroA_8WvM,16-34,male,D. fortnightly,1,3,5887
11OEoNfVMMo-fFquhqVu34dttS_LqnqyIDDT3lW5iqE,35+,,B. 2-5 days per week,1,3,26655
2XVCMdwL-_TOz8CqbKhDXI7V3bLM8vzrAh90nV03cq0,35+,female,D. fortnightly,1,2,13374
49w2NdyLNDOdukJWaXgulayqQTER6YJoEj5ouqTponk,,,D. fortnightly,1,3,5718
61cUPoetMPcJe11TgQ4_p7fw-QwCXNe95Bax7woNOgg,16-34,female,E. monthly,1,6,14871
7FDXwEHFcjsmVrL4ZgbxgZsbVDE6mbbw8gea9MN2geQ,16-34,female,F. less than monthly,1,1,2360
8pgdCXalPlDCvfU-0035-Jsi71qz4UrDF2tfY_2iS5k,35+,male,E. monthly,1,2,4354
ABQRb6N9orJwGqDoFGCIO2t2xdFjbIQ_yn-3bpQZNqo,35+,female,F. less than monthly,1,1,112
0itWkyJsVTkOWO8YXREcBqGP2BWwBO2WMMDeju5BKiU,35+,female,A. daily (5+ days per week),5,35,69883
2XRnc8WVXhZX4sLtjfupcjKIasvmVtT-tXWIKvEPapM,35+,male,F. less than monthly,1,1,1928
4QzZvol46Ks9jf8u53rIXpHns9JA2QQSp8P1fsx7utc,35+,female,D. fortnightly,1,1,17
5olWGZ-7MChO7P8Taq3reLS9z3Plfkm_E4XxG-dCnv4,35+,,B. 2-5 days per week,2,7,102111
7kGbxCMhfK1DCRUAD5xlektez58KXPX38-91Qb-l07s,35+,male,B. 2-5 days per week,1,4,5887
9HqjpfYA6AmPXlRb0_wcS1h80QfLywKubB2J44Mbp90,35+,female,F. less than monthly,1,1,456
BGul2uxjrZtObSksDQcJfYe02KswVSJqv0OYN1j5ctU,,,B. 2-5 days per week,3,27,473087
0lmYm_BR3-moE-RLDjbSwgggC1__0HC_SqbKfv8H0IU,,,F. less than monthly,4,4,3172
2KfmBf86DAU2JegBsi7xTR7wm9YuLEpkdIW_epfRQY0,35+,female,B. 2-5 days per week,1,4,515480
44UM6NTuLCyLxcgVAb_onhObAts49xKps0ehuoq_cVs,35+,male,B. 2-5 days per week,4,12,47851
5iR01wC237QPBfe_H0zMZobMvWSiC_S4eAljVWCzz3o,16-34,prefer not to say,A. daily (5+ days per week),7,77,619836
7J_lQlTuXCMkkkX6AWxz7P3FsA1c_T8uAyjvcW0mMGk,35+,male,B. 2-5 days per week,1,1,80
8jz_lfTnIZaTDDMGsufAskw5FHF4dj8kc9FFEAyaefM,35+,male,A. daily (5+ days per week),1,10,61971
AF8RJgZ4-OgQqTtzwBwOsCqKgamZQOdec6gyRcaKo9E,35+,,B. 2-5 days per week,17,101,549726
0wE88Xhs9GvBE76Fzt05X9JuLZvQU-ZFIC62GBzbkDw,35+,male,E. monthly,2,3,32945
2WKxB8IZUGnExjThkFsejEymDKSu7l0HuX_mJqk6md0,,,F. less than monthly,2,4,4270
4AGwO8PDvx8wYZc_fsYN6P3779B-58L-Yrm6V8nSQ_s,35+,female,E. monthly,3,4,10376
5p6u69FTq6GTwRHWjgk8dr0g6FAhOGzBPtI6Mtx490I,35+,male,E. monthly,3,5,5905
7bLWb-iGD-cim-7LA3SEUsgJoQqSJP0YzecyDxOo8OI,35+,male,D. fortnightly,3,12,27369
99we__V8c9WJL_F0z1fBLawlHKUZkhUQlJES9ZdMB0o,16-34,male,D. fortnightly,1,3,5518
AXPQ6j4PXwxFcassa36vWxpfKxDZI3F7es76YmeFCcs,16-34,male,C. 1-2 days per week,2,9,64609
C9ZpvwXUJu3fVs3A73HMWBppcJ8WVFFMPCU04KWpiJg,16-34,female,F. less than monthly,1,1,410
Dgao10k6Bztc92HJClXOuKzOxnaZGSqYj9GpXQe3pTs,35+,male,F. less than monthly,1,1,2115
1P69IBHtymnsXkpT3pgfzw0MKHHZMoEhrIIEli1CI9Q,16-34,female,F. less than monthly,1,1,3
3IzQJBGK4w2qPb1-iVy9PMpM6G4NI0hZ8hYEO8V_X04,16-34,female,F. less than monthly,1,1,6503
5_newpFdNTY1SPbXaLy4i7gVXEq17Cvn9dSLOjxdBVQ,35+,female,B. 2-5 days per week,9,89,509793
7l5mcCfVT3c0eAyG4wNaVvGzdnhgz9Mb1qi2RbBJC4k,35+,female,F. less than monthly,1,1,1972
ATCl5ZC8vD7LXzeoMbdBMBotOAlFwYaWFyHJhYrXwm8,35+,male,E. monthly,1,2,2344
CerFUNqT3h0P6V7T93oV0hhO2EQ4ji_XPcAyyl01ILg,35+,female,B. 2-5 days per week,2,6,40236
ElBzQyCKj_wgKd6ZieqGYFfNFm7xxhUUrBBYO63T310,16-34,prefer not to say,E. monthly,2,2,26720
Gx7phKdqZLvXfMr6vwovViDPoy76skMXFoECwp2vGdg,,,A. daily (5+ days per week),11,50,215463
JftlYFfze1BMY8Z1RzR76KI22hAqu62L3YOcD-l0j6w,16-34,female,E. monthly,1,3,7643
29vqsTC5BGoKGqwdPU2c3n07O-dNAC6Z8ostfR-EQ8M,,,B. 2-5 days per week,3,9,38004
4k3xO1P22wAtTGsQA5eGdVqIk7B8BaU2WCjeAZqy7oA,35+,male,F. less than monthly,1,1,125
6aYy_3jcMZTawisBXC_Ao36VJDZRTddhd5XQHCSQOrM,,,B. 2-5 days per week,1,5,17614
1rWAJ6b1_rjU7XloOK4HTs3EO0jtdoHZAyvLIYvXzho,35+,male,C. 1-2 days per week,3,18,51126
3ZB-CKiRIIHz6eTB0pamRdR5ucIPLQK3bc2e5yCTi-4,,,B. 2-5 days per week,1,9,16720
5TM_-teoyCGgO6EF26P_fRk3VuZ2FUHTycyEqeEFNQw,35+,female,F. less than monthly,1,1,292
7ITVoY6IdQShi7XTO03ZiaHVexT_9u4Ziymu8j9oVog,35+,prefer not to say,F. less than monthly,1,1,677
1atQJiVu_Wcc8-LT-JAUc09WyK2Kzi884tewFDW6moU,35+,male,D. fortnightly,2,3,12069
3W5qFQA_l8UqOm-sN6bbExDoy3gS8HMCmQzlYameKhE,35+,male,D. fortnightly,2,7,6635
5LuVdCJE5We9a42YZAQmyD3KKZY0hklMzScRNZBxDvg,35+,male,D. fortnightly,3,8,15112
6gCfk7OurVVDSbncGmddll8_hDtBD2r7lY84vuZJJ4k,16-34,female,D. fortnightly,2,10,38086
8TuH4NgMLPziNbc7mFyjEzoaXun1R68ak4x8fUaS_tc,35+,prefer not to say,E. monthly,2,6,7717
A1nU2Mx7gK31yU-xVhdoI5uk6lju9mdHf3DKlgvHG4o,,,B. 2-5 days per week,4,8,52828
1fZD-S6L3K1iYVTDG_iue0nb_x59Oef54j9N88yvNZ8,16-34,male,E. monthly,1,2,8939
3Y7jEPXV1cf_RJ-KiGh7wPRzvQ4_IZN0GRPBIIXoR7w,,,A. daily (5+ days per week),1,14,718418
5zkkiIQlz4JWZ3Pa-ZdRVRg8XiKiGXedXwb3qqysLts,,,E. monthly,1,1,2930
7eSIvynUgK0PcFM5lgjFgz_vkKmJS4THHIyFFbNZL18,35+,male,D. fortnightly,1,1,3382
00z6hHIjM9p0h_URpprLk0sdDS448YE7xFc7sP9iX5k,35+,male,A. daily (5+ days per week),13,87,589819
1mh5pO0ot-13Yy3x6j4xLxVQOkJkWKSJuoj23INi0DI,16-34,male,D. fortnightly,3,8,34770
3KT4TA8aAXbBQ2uvr6KMFrh5fdJst_hJ6CadY_uhEVY,16-34,male,F. less than monthly,1,1,360
4gU9NgL-55MUhmIxdl2vlLsDgUiRYtsSIF24A0qbVOE,16-34,male,E. monthly,1,2,702
6dy5hZ54KXdMp-gcbK4gk8QusEDoIFL6lDyUzqa4pUI,35+,female,E. monthly,2,5,4702
8C-4WU0xt7U0u5HZaTZtEoNRwZm-HsWw1rhH1SGnmF4,35+,male,E. monthly,1,3,50643
9xBOutEel3E_MfG1An660J-ggYJXtDwJeQ0itT2Ewlc,35+,female,B. 2-5 days per week,5,10,123840
013PWDClXaCNjXZGfkvKrfaW5b2mwec3tw8pOhSRqUY,35+,male,C. 1-2 days per week,4,6,17766
1g0qbRQBC_c37beLXglA5Lb0C2NHhpd98CsOAUn3OmI,35+,female,B. 2-5 days per week,4,48,184749
3RgfQt5zUITaviHZazdqM2q_v28EcEF22MBHvZrTYn4,35+,male,B. 2-5 days per week,14,49,88494
4zH8zjZbaQengBdzo_ezsnER5-7RQpN-d7t6TM-R6_Y,35+,male,D. fortnightly,1,1,3103
6LtnEFZkz_wTnXrhM-j9WoVyv3py0guQ5IyAW0G8RU0,,,B. 2-5 days per week,3,13,47470
7te4DhzCqYvRE7qd2LJ9AyzrowMzlIz22PRXnGRkacE,,female,C. 1-2 days per week,3,4,9374
04GKYmufaj7K7lOdO4Ivw9KvFYD0o8FBtWl26MaDHYo,35+,female,F. less than monthly,1,2,5296
1zNHKvUsEpLb1rX_OyotIalc9zTP432iWWdrvJoXau4,35+,female,B. 2-5 days per week,1,7,57332
3nTbtE-ofGEcV3EPybSlvirc155aQOtzikJ-yXMomjo,35+,male,D. fortnightly,1,1,2360
5DSjMRQGTk0j3L-IojU-9wX6J2G6xqnhO7q02EFblvE,16-34,female,B. 2-5 days per week,2,11,9262
6rBowoZiAUA6I6uFQq6S9wk0JbLz0IQvUGrE86C63QQ,35+,,E. monthly,2,2,791
8hMWmR-tNO6HqS03G6pK9toawa8-Q3w259EufNycR0c,35+,female,B. 2-5 days per week,3,34,76700
A3QDTwa5usm4sBO5GMad5P_OAYUxdwBIP--I9w-HlrY,35+,,E. monthly,1,1,1294
0Ec7P0vGThebJoLDlig7xWLZ5bAVM0ARwSeRTQWzt-o,,,E. monthly,1,1,1442
21_iKyoKU11rQneJCfZ-Cxfi-5Z5v1jphqtXoIdjq54,35+,female,F. less than monthly,1,1,151
3_8By48dzuU2WllAZa8WK0esPgOm_9b5pOXuzNbsR74,16-34,female,F. less than monthly,4,5,122
5CbEluyDTpvWLRUTPpvqZwaE1W_8Dkms80b3CnEYnSQ,16-34,prefer not to say,B. 2-5 days per week,7,46,243580
6gjHMi2Tc6u4qAJtY00y7-1Eouae35cF0hV_OuX4CGk,35+,,F. less than monthly,2,2,2332
8JQQQXz4_OHYD52zKjOVGmOLCJo5fXKNavNFriO0rMI,,,E. monthly,1,6,13083
06iok3KQ5CwQ4oQ4jPDZDCc05vLJvmgT7NVwaz-AISU,,,B. 2-5 days per week,6,50,268875
1l2xb9KnZE7OEpsTv7ETluxYdkX7id3Y0Rl4507jiWM,35+,male,E. monthly,1,1,783
3hYb9agteJrzivi2s6bLUUDzXZoKx9GdV3Npfx6AD_A,16-34,male,D. fortnightly,3,7,34997
5RWx1MJvUtkpC1YHDLm3pLfwmW4Le-qmAfNIs7V9VCg,35+,female,F. less than monthly,1,1,186
76I5Bc9SIC4ebwqasqNqtkBS_JwNlTaDpqUvi_fwu68,,,E. monthly,3,3,3484
8eM1ZripRhfEZvmi1czem9pI1QlvOL2UVZZVctFTpXQ,35+,female,B. 2-5 days per week,2,17,32967
Aafxr_iHGWW-R6V9OemSyMFADdaX_vCN5xdUpjR4pKY,35+,male,B. 2-5 days per week,1,3,8681
0OspWUN_47Wubs1PnUXZsV89zMixVE7axuCHX09cXAI,35+,male,F. less than monthly,1,3,18693
1yQe2B8sLYzfMKUnEnxBtuHRQrbo4u6DttaNcglfEGo,16-34,male,F. less than monthly,1,1,675
3g4o5GxcAC_YfLOBhq0vvh9l1YHaD85ttj6ORIZP_rw,16-34,prefer not to say,C. 1-2 days per week,1,2,7413
51Ch7Tls5mtE3t1pqD309FCSrYGSg_4IinsPQFr7gNA,16-34,,B. 2-5 days per week,4,20,113580
6Q-7l0zMPZ70KfRtUFBCJgOk7SG-X3ocgOp11tQ4020,35+,female,C. 1-2 days per week,1,4,2383
8PLKBN2NDU0wJNkZ8HfdEiGO2jftiUnPEaMWSsELy-0,16-34,male,F. less than monthly,1,2,2817
A0wk8v8VeaOcmmEJ77NSnAZ1G3dE8UKg3xFQ-D1qkJo,16-34,male,F. less than monthly,1,1,237
Bcj1yHscHn0Nbk7r6IsGBS1R845etq3RZJw1cxo-8oU,35+,female,E. monthly,2,4,10026
0EO-xNEtPYHIfuit1pL6TCkK6DGPAlkSMSB0LkMzTxo,35+,male,F. less than monthly,3,3,1416
24sL3aWIwzPhJJgznyRprgLB8edk_Ct0fefyj2ry6o4,35+,female,F. less than monthly,4,4,1285
3XwsylBmKiCRoAPHb1xTm0lbU-j-85s0xIli5330JZU,35+,male,D. fortnightly,2,3,5517
5H2AQsPHGRS_Jc0TkUElL04vUAeOzfu0H3kLZ2X5RP0,35+,female,E. monthly,1,1,6
7D0b-gI0CGXPeoGazgOvlxUrifzma4e2O9aUQp6UCgs,,,C. 1-2 days per week,1,3,8089
8v3-8OdOxHtJvzmh779gMkEmIy8ISdYI6vQ7dn9GKt8,35+,male,F. less than monthly,1,1,178
AEArJdrT4zonE0KdaiuSiO4Y_6pcW-30aNx7XLbrIS8,,,F. less than monthly,1,1,36
BoibcLApBHC7cVNCpNcLbpRibkdM0FJv2HywWZj0TdA,35+,female,B. 2-5 days per week,4,12,114716
0Fo38-WFD_gUMsJ9TFtOOeFOxgKJ4pO0E9VDdcnXBPc,,male,F. less than monthly,1,1,145
1fVo44N_ofh0Nt1UUP1ETRlETspg5zXnLH8RkQzTF_0,35+,male,D. fortnightly,3,5,18832
3Z0c0FJ9eLzmCVxxRe4e59UR9T-CsRaAbzqbRXGoHKU,16-34,female,C. 1-2 days per week,3,22,66049
5JfO2zeD8-HGqMrGMKQZ0PT8Nd9sNslMLncFHODk_48,35+,male,F. less than monthly,2,2,7049
6iCdJBaxD48TBTRY9bsJIZoXp0hYzKZXRFRxvHMy-Tg,35+,male,D. fortnightly,1,3,41468
83Hyle_yV9smzQD_Mv8E54ivWMxZOCvPD95disA9rRg,35+,,E. monthly,1,1,6510
9f861V3IfKg_1YyUeOCalwJSjp4aOchAY_bRsCzjkQg,35+,male,B. 2-5 days per week,1,1,46894
BRNDRL94jstOwuNTGw1nypmy2YdtMeOsVqVGeCf52TI,16-34,female,F. less than monthly,1,1,1667
06aTEgBub1agUoa_GC1p37qcqUGLP-AEx2raBBHg4wY,35+,male,D. fortnightly,2,2,24379
1pJenrJO4P4RoTbeJTxZgbIG5q4MoXJnZScVVvOR5ew,35+,other,D. fortnightly,2,6,16017
3im94WVBBt3MFDV-6AQRu0A2tI0wK7H4j84q4mp2jf0,16-34,,F. less than monthly,1,1,256
5H5Fr9p8Pj2KEvC5CXVeQVA-qVx1K8DrwR_Vu133aJw,,,A. daily (5+ days per week),1,1,4164
6ql_1Ys2MY2_shGdK-2PIofPTFEgBZPYDeHIZbl3OaE,35+,female,F. less than monthly,4,5,550
8dfMxKGzQcqdhwIJG-g3tQ42-8osrBuAF72bR0wnktU,16-34,female,A. daily (5+ days per week),4,13,53155
AHiz6BbxHGQ21IW6c3-56WU1VEOGgSRG0Gblw1Oos6s,16-34,male,F. less than monthly,1,2,538
0ASAgGWT8EnddTqsOjPPf082n-wQVlBpfN6RiUZbmws,16-34,male,E. monthly,2,2,14889
1uOZEpPJvivfhO7S_1X4mpufoZgEgCgKrdhHBb_mMZg,35+,male,F. less than monthly,1,1,397
3WVJiYXoWTKoL08s0CB3v-ci-wG3jCeF1fum9P5H1d4,,female,B. 2-5 days per week,2,7,43810
527KgkMxwziIxdxYkHoNa9N_TrMb1wu4OYn9j0lkfJQ,16-34,male,F. less than monthly,1,1,448
6ccc3jxmIxDyjkG8IHxtiYYCOSIV-fJ8LTNLJ1LfiUI,35+,female,B. 2-5 days per week,1,4,67613
8DAQYvhf1ealVKj_s7IlWr4Oidr70yeZ-kWsbexosKQ,35+,male,B. 2-5 days per week,7,12,7480
9awz6ya4Im5nkjv_5OBXqsF_4JRh_N2jobsJbJ7-2IU,35+,male,F. less than monthly,1,1,2046
BBBq5Wvttem-DwqmtUMjyq38t9wENHjnDYwZU7HpPmE,35+,female,E. monthly,3,13,28386
0I6Yl13LQHD71UilP5jwUAhnM0E370thK5aFw_RHDaQ,16-34,female,B. 2-5 days per week,4,34,149120
20SIi9cloHVuGmEbFR22b3R_jRSI6pvFuCb7imjf1aQ,35+,male,E. monthly,2,2,1356
3eiwq83eFvz87aogcqe7AsP_Y4i6TGzRp_978xuFwp0,Under 16,female,F. less than monthly,1,1,202
5Hh82QPEswJR7sQk2ZjBlFxpFBArOcR42WHUpHIyb4I,16-34,female,E. monthly,2,2,615
6j4rJyBby3B1dxhN4_osp7wNChCS3v1t67brBJojzLI,16-34,male,D. fortnightly,1,1,106
8SSO4quxeeh5DNZ8u8WjEG-DKZfKM386Q1YNPHtgpr4,35+,male,D. fortnightly,1,1,2035
A3DGglbvhnYYaf4qxCSom1VyPzahtxEKD6Nrk7-z68g,35+,male,D. fortnightly,2,4,7617
BVlLqpVCWJEtXS3A7vtWV-lV08ELv2IqLK7zfYJpzMc,16-34,female,C. 1-2 days per week,1,1,999
D6GsToglSG_HaIQ1XD1H4WHG0v7DKfHcxMvCzMASL5w,35+,male,F. less than monthly,1,1,1677
EMfbPOxJsAdDsVIqE-a6yHe0q9Y0pdi9hMq6RNoiLNI,35+,male,E. monthly,1,1,2827
0Juhnr1jM5vEjHDhJ1BU4qCMdCBfJlt0mUwozt5QkgQ,35+,female,B. 2-5 days per week,3,21,69424
2g9uUeO5M0dOU44MEyLZ8t_3WwEg2p549_H3uoRW5oA,16-34,male,E. monthly,1,2,3060
4swOXLWkq5BfUf6RVkMRaRVxAe8NIGwcMkWK-eKb1Z8,35+,male,B. 2-5 days per week,7,64,98730
70lvdSBxe-qzWa3IZFG1G4F5tG4uTrNFIfN81BjnAXE,16-34,female,D. fortnightly,2,3,32055
9AQpX147L1JyczCC7wpTpYDXObVRZd-q-cJGD6Vf3BY,,,C. 1-2 days per week,2,17,26354
BawvBFalBuavpcnhpt1vkbrO6Spgn8TX_vpPrPZLzqI,35+,male,D. fortnightly,3,5,7539
E04chvv7FiNv1wqdVnCFEh_WmIdSDC4UEnKCXV8jatc,35+,male,F. less than monthly,2,3,2230
GCCyeD3DEAE-cSxUJzzQ9Yeuiy5-Yf_CdWC1CLl0XAA,35+,male,C. 1-2 days per week,1,6,34046
ICcJetCDKb813JtkNJ0lG9tihoJpekFRWRfEIyjxv0M,35+,female,E. monthly,1,1,1414
2CJoxNEHLDQvV2rILGIkU-X6NHwdq1QxQ-n7JRdapVw,35+,female,F. less than monthly,1,1,12254
4mBdM2ANArWGTdGeEUxduAsIqm7zDhXSl1YkNMQ5jWg,16-34,male,C. 1-2 days per week,5,15,68671
6d08s2SMygeXPHpf0bxmHsm1E9d7NJSQgteSj2lQS94,35+,male,F. less than monthly,1,4,5631
1tcsg6NLO4Zjqrxt1O252qCauDtO2Nw3EL5T3ycfuyo,16-34,,E. monthly,5,9,29995
3aScSUTnHEkC48w_FNQbGC3wonWUiYPgYN44ToQtzj8,35+,female,E. monthly,3,9,10283
5ZXAley6ke5M3HqI7Kd8Jjr5XH5sM47rYxE4qP78UXM,16-34,male,F. less than monthly,1,1,378
7JGcLbW-XRG_hkb9k9vT1_LNUcCwjupnmPT4eFP83K0,35+,female,D. fortnightly,1,1,253
0-JSFOpFaAIJx6J39Usl-dYrP7EgNQkA3e-oLGN75Mo,35+,female,C. 1-2 days per week,2,5,11500
1bh-khyKRpDM6TLZhzJBdglE467te4go_kNGzXXlQT8,16-34,male,F. less than monthly,1,1,764
3YW-slStrZd41S6Dtv9QtAXLyqt45umx6M-6FUaTAag,16-34,male,F. less than monthly,2,2,875
5MjQRyihysHgRD-VpWbk-cSO0OSaiGbRURDi3HA0BsU,35+,male,D. fortnightly,2,3,4514
6gyDe5xC7xWtd3DGVUnHcbK3UFOcgvI8UFGfT5uta4Y,35+,male,F. less than monthly,1,3,8647
8Ufu2acJNU9l_PPTReY79U57E4JPcKlIYcuWlPNmbd0,,,B. 2-5 days per week,1,16,510416
A9BJ5M-xzaQ8SD4uYEchPyZEY6Zyr9_WfBzwLpxISMQ,35+,male,A. daily (5+ days per week),3,19,199612
1h6dMSYmumqAKn8gyZFWoaW9MyPPU7hhkg_Kb1vjWAk,35+,,B. 2-5 days per week,2,5,31918
3c9i8gxtwfNwQ8zctL5ElzMYdf8JFZHtvRgojh-w5mI,16-34,female,B. 2-5 days per week,6,29,193975
615tUY0ADEe4hsEJ7_V65IeYlAEoZLChN6xXBX5qoQk,35+,male,E. monthly,2,4,468
7gzPh2moVE0gdhXTmXLZ16iNwsakSs7KyqQGCgiYkv8,,,B. 2-5 days per week,10,71,280845
03zCxkCAIaL4H5kGT2Sal40iMklD6LfZ5YxRmHGIUtE,16-34,male,B. 2-5 days per week,6,30,60787
1oO0Bq0Hl5QwHyQ7qlcE3TW4FGHoiWHH2zxzHS5MPzY,35+,male,B. 2-5 days per week,3,13,31887
3LIJw5Okr_JDC2_J5RDz4iD9pax9hOCFVLIFV4qPdj8,35+,prefer not to say,B. 2-5 days per week,1,1,3148
4hMmHWu2F_ERY7F4ESdImU3XFtUa6QYposdwuLm_ipI,35+,prefer not to say,A. daily (5+ days per week),7,62,235534
6fv0RJwX_CF2d93yY1jKn4Vb1a6wqD9AJifkZd4Akhw,35+,male,A. daily (5+ days per week),2,6,112133
8HjqFPOhH6ZcvbNsgDKc7ktauSP5_Asf06aCKAy-qfM,35+,male,F. less than monthly,1,1,1764
9zTVNrxotfpmmiQXcFCS6BlGDsW6ZdjP_Tua7yK5rh8,35+,female,B. 2-5 days per week,1,5,376717
06EVU8FKXHy0MngKvaE4NlFw4_GjxIoHgmNJmwgHMyk,16-34,male,F. less than monthly,1,1,83
1n7cow7hg1WLeoQeLJVhycIHZQ-wqIt0TLrDuTgbSkk,35+,male,A. daily (5+ days per week),3,16,89789
3UMlxgFd35YvFuxif0ovwaNMnWYUHJBogA1a6bDIC40,,,B. 2-5 days per week,2,11,39843
52Sac4vLdAVkrBgAroz6c8IrHkgqHAXmwsg0PNeNSao,35+,female,F. less than monthly,1,3,5716
6MfzPZsBCGqMZW01d-5DCkCYL46WFZ2dzDVXZSqmrfk,,,E. monthly,2,4,3101
7vv-PQOr8GN8lZv4THNDb4d9HMKqeaa7KTzqQD8gJ2s,35+,female,D. fortnightly,1,5,94024
04r_oZSAFZXtm889h81YzfJJQSvqiEMktFItSsJYhnQ,16-34,female,E. monthly,3,6,10235
20vKRKvavn6zOVXwIZfF14_Db0KRKvi2f1uzKFQ7t3U,35+,female,E. monthly,1,1,1406
3p-ufpdH7jX_mPs-K-5M7xwJJNYUKg0WudZUhnIIf7Q,,,F. less than monthly,1,1,6
5F-Xfb_OFFgVebfCQA0sgvBsRcF83Uq1vBpNcf4Qplc,35+,male,F. less than monthly,1,1,804
6u9dItsvwkEkwPu6zX0dHhCjan8bGXKdN9YhH3rS2TY,35+,male,C. 1-2 days per week,2,5,14173
8jOIITrCI17nf-YuldvJ_zwVEJEaoNfL1voOFUyIv6k,35+,male,E. monthly,3,3,3195
A7r78CUCj_0B6ERxaE2qcQ2zhhCux3KMd5PpO5hHseY,35+,female,E. monthly,1,1,24
0I1RAQdCNTmwp277_PFLWhgEnauqudOiitIupGcVg6U,16-34,female,D. fortnightly,2,10,39381
24BcCXI-Vl90PO3vIz7gY8S4W_gg9uDsWcP0oZEmnko,35+,female,C. 1-2 days per week,1,6,45072
3_uJhJJ8fp-feLGCrzp6c6vBLjCs0hA3rgWOvpmdtoA,35+,male,B. 2-5 days per week,2,3,17446
5ECzh72pJ4N9m67DMZ6cTYrxe5Mr12w5xnouS0JuAms,,,D. fortnightly,1,2,7
6jxAGwwOvEk8LIQDvx3L02QYxxy_1VJOve_X0AWPAzw,35+,,E. monthly,5,14,10143
8LrndqfKhb2q_OC1U9ccYgSi4HFP8GqwpyzFnEdVLcU,35+,female,B. 2-5 days per week,4,14,59541
07WH5UTVd6cyCxxbxtzNkoGMnzzHB44V4gP27eaUieY,16-34,female,B. 2-5 days per week,3,12,40828
1oH9Q-wpqtcpRfL8nV7170_-64114SSjZTOdV1uEvqg,35+,,B. 2-5 days per week,1,25,487764
3i9-AMy6Dtg3_zwlmEj4UB-gKv4S3WzOOz5SafpppV0,,,A. daily (5+ days per week),6,81,442738
5T3sS0PpdMnvzZgJ1uIeSLrFpJznhIXo8diUR-J3xs4,,,D. fortnightly,2,2,682
77gQ_sJSnHSlLnZVRm98KZWUvaMO1S7QH8t5165m7qw,16-34,male,B. 2-5 days per week,3,12,26988
8gcHpoe_ShT_Pq63wPA6EKJUWNuP4trT_1X7ihYoc1Q,16-34,male,D. fortnightly,1,2,155
AbRgiDeCedbooHU95Ik31janGlbqTByG_4JSu5hj0hM,,,C. 1-2 days per week,2,6,9157
0PdsisFtNmgvyFRngBRJ_SwW16E4Utr08DPidP0hp3s,35+,female,D. fortnightly,1,7,16533
23z-G8F_rKhtH3bWlbT_78_IVSQX34Lzwq-flX0JIy8,16-34,male,F. less than monthly,1,3,6414
3hcZSWN365zhg_LsnOvezeWcXD5k7Rkc8P_gtH8u4K0,35+,male,B. 2-5 days per week,5,6,61928
57aeHpnQXYRa2x-LBw7bNougYLlsfg9KHtEaa99Z0kc,35+,male,C. 1-2 days per week,14,232,820678
6QskuVKtyywaFwCQdattFukGGUELGl3hkrzEhJu7Q8U,35+,male,B. 2-5 days per week,2,15,235808
8Q8Op6qcOGSoU9pEZvXqpfXUkfWbbdCFg4DXAFEwblk,35+,male,D. fortnightly,7,14,3376
A1pGvmKtZKliLFkhpitLe4Lxz0VuQX406iNs14HMDfU,35+,male,F. less than monthly,3,4,3658
BhBvlF5Gpqu59FUubkLvfUXBstKb9uF0mdvNECkpVQ8,16-34,female,F. less than monthly,1,1,1617
0FwcrlTpPEz4B2EMw6vbzt76pDsOW5sIF9OIGfdsHFg,35+,male,B. 2-5 days per week,1,2,7190
25fqa5oGCpQo0rY3KvcVuQObT7E65ZzQTdQjIec6nNo,16-34,male,C. 1-2 days per week,1,1,736
3egbBJaJpD1Gcpx1LAcRfDyfVMwpMqH0mRNnli1e0io,16-34,male,F. less than monthly,1,2,3202
5KRSJ5i78bXyLxqcimKJX_c9OdPs4vNzMzZFo6Rm818,16-34,female,F. less than monthly,2,2,52
7DnviH9sn8RZqoMeBcvDnEcsCQhprE7rSwLBJdoBBs0,35+,male,C. 1-2 days per week,3,4,15351
8wd-h-1VsWc7vnlLaGKmlcRJKPfzMs5LxSWVdgiPjf4,35+,female,E. monthly,4,4,6463
AK7m8MY9v_jkQq13ZeJfhw1jXY3GJ-pT1J5NIOiYbQ0,35+,male,B. 2-5 days per week,4,35,198518
BqG0GkkD4eoWj4RUSPeb6yg-nA8Xa7tc7kih93gb_F8,,,B. 2-5 days per week,1,1,775
